srcid,IntDate,Mode,Q1_CF_Order,Q1,Q2,Q2_Oth,Q3,Q3_Oth,Q4,Q4_Oth,Q5i_DUM,Q5i_Order,Q5a,Q5b,Q5ii_DUM,Q5ii_Order,Q5c,Q5d,Q5e,Q5f,Q6_Order,Q6a,Q6b,Q6c,Q6d,Q7_Order,Q7a,Q7b,Q7c,Q7d,Q7e,Q8_CF_Order,Q8_Order,Q8a,Q8b,Q8c,Q8d,Q8e,Q8f,Q8g,Q8h,Q9_DUM,Q9a_CLICK,Q9b_CLICK,Q9c_CLICK,Q10_Order,Q10a,Q10b,Q10c,Q10d,module,Q11_DUM,Q11,Q11_CLICK,Q11a,Q11b,Q12,Q13_Order,Q13a,Q13b,Q13c,Q13d,Q13e,Q13f,Q14,Q15,E_ORDER,Q16,Q17a,Q17b,Q17c,Q17d,Q17e,Q17f,Q18,Q19a,Q19b,Q19c,Q19d,Q19e,Q19f,Q19g,Sect_0_time,Sect_1_time,Sect_2_time,Sect_3_time,Sect_4_time,Sect_5_time,Sect_6_time,Sect_7_time,Sect_8_time,Sect_9_time,Sect_10_time,Sect_11_time,Sect_12_time,Sect_13_time,Sect_14_time,Sect_15_time,Sect_16_time,p_state,p_region,p_geography,p_seifa,p_gender,p_age,p_age_group,p_birthgroup,p_citizen,p_lote,p_atsi,p_house_str,p_schooling,p_education,p_phone,sDevType,fDevType,sOSName,fOSName,wt_agehedu12,wt_geography,wt_internet,wt_sex,wt_tel,wt_volunteer,wt_design,wt_propensit,wt_base,wt_wave,weight,StateMap,p_gender_sdc,p_age_group_sdc,p_education_sdc
2468,18-OCT-18,2,2,2,5, ,6, ,3, ,3,"b, a",2,2,1,"d, e, f, c",1,1,2,1,"b, c, d, a",5,4,4,4,"b, e, d, a, c",1,1,2,2,2,1,"f, b, g, c, a, e, h, d",6,6,7,1,5,6,7,8,1,0, , ,"b, c, d, a",4,4,4,2,1,3,2,0,2, ,2,"f, a, d, b, e, c",1,1,2,2,2,2,4,1, , , , , , , , , , , , , , , , ,1.26666666666667,1.16666666666667,.833333333333334,.766666666666667,1.48333333333333,.183333333333334,.599999999999999,1.01666666666667,.466666666666667,1.21666666666667, ,.433333333333334,.1, , , , ,6,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,2,4695.4258,2.70068857266259,12782.2549383141,3161.42430905312,.356042788241971,6,2,4,3
1774,13-OCT-18,2,1,4,20, ,11, ,3, ,1,"b, a",1,1,2,"d, e, c, f",1,1,1,1,"b, c, a, d",3,3,3,2,"d, e, b, c, a",3,2,2,3,2,2,"f, g, e, c, a, d, h, b",8,8,7,7,9,8,5,9,2, ,0, ,"b, c, a, d",4,4,4,2,2, , , , , , , , , , , , , , , ,2,-98,-98,-98,3,3,3,3,-98,2,2,2,3,2,2,3,15,1.86666666666667,2.63333333333333,1.9,2.33333333333333,1.05,1.18333333333333,2.2, , , , , ,1.65000000000001,.36666666666666,3.18333333333333,1.86666666666667,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,8,8,-99,-99,1,-99,3,1,4695.4258,1.41287198771999,6687.06867020751,1067.14222727273,.120182631910845,2,2,4,1
103,11-OCT-18,1,1,3,96,protection for climb,28, ,1, ,3,"b, a",2,3,3,"f, c, e, d",2,2,3,3,"d, a, c, b",5,4,3,3,"c, a, e, b, d",1,1,1,1,1, ,"d, h, c, a, b, f, e, g",7,2,5,1,5,1,1,7,3, , , ,"d, a, c, b",1,3,3,1,2, , , , , , , , , , , , , , , ,2,2,1,1,3,1,1,1,1,1,1,1,1,2,2,1,1.73333333333333,2.15,1.16666666666667,.966666666666667,1.51666666666667,.683333333333332,.883333333333335,1.36666666666667, , , , , ,1.28333333333333,.183333333333334,1.56666666666667,.866666666666665,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,-1,-1,-1,-99,-99,1,-99,3,2,4695.4258,1.20561803337607,5706.14369121748,1067.14222727273,.120182631910845,2,2,4,1
1137,10-OCT-18,1,1,1,28, ,1, ,1, ,1,"b, a",1,1,2,"d, e, c, f",1,1,1,1,"b, c, a, d",2,2,3,2,"c, b, e, a, d",1,1,3,2,1, ,"f, d, c, b, g, a, h, e",6,5,3,2,7,5,1,6,1, , , ,"b, c, a, d",2,4,5,5,2, , , , , , , , , , , , , , , ,2,2,2,2,3,2,3,3,1,1,3,1,3,3,3,3,1.68333333333333,1.11666666666667,.966666666666666,1.05,1.25,.5,.783333333333333,1.43333333333333, , , , , ,1.13333333333333,.133333333333333,2.3,1.03333333333333,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,-1,-1,-1,-99,-99,1,-99,3,1,4695.4258,1.20561803337607,5706.14369121748,1067.14222727273,.120182631910845,2,2,4,3
215,09-OCT-18,2,1,4,11, ,13, ,1, ,3,"a, b",1,3,1,"e, f, d, c",1,1,1,1,"c, d, b, a",2,1,3,1,"a, e, c, d, b",3,3,2,3,2,0,"g, h, f, b, e, d, a, c",7,7,4,2,8,5,5,9,1,0, , ,"c, d, b, a",1,2,4,2,2, , , , , , , , , , , , , , , ,1,3,3,4,3,3,4,3,3,3,4,2,3,3,4,3, , , ,5.16666666666667,1.08333333333333,.45,.716666666666667,.8, , , , , ,.833333333333334,.966666666666667,1.03333333333333,.166666666666666,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,1,4695.4258,1.05256334585963,4981.74175345152,1067.14222727273,.120182631910845,2,1,4,1
4,13-OCT-18,1,2,5,29, ,13, ,1, ,1,"a, b",2,1,2,"c, e, f, d",1,1,1,1,"a, c, d, b",2,2,4,4,"e, d, c, b, a",4,3,4,4,3, ,"a, f, c, h, b, e, d, g",9,7,9,2,7,9,2,9,2, , , ,"a, c, d, b",5,5,5,5,1,1,2, ,1, ,1,"a, d, f, b, c, e",1,2,1,1,1,1,4,1, , , , , , , , , , , , , , , , ,1.75,1.3,1.43333333333333,1.35,1.35,.616666666666666,.866666666666667,1.15,1.21666666666667,1.45, ,.666666666666668,.166666666666666, , , , ,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,-1,-1,-1,-99,-99,2,-99,2,2,8264.9016,1.41287198771999,11770.5969396232,36365.56704,4.09552676869239,2,2,3,1
1329,11-OCT-18,2,1,4,11, ,5, ,4, ,1,"b, a",2,2,1,"d, e, f, c",1,1,2,2,"b, c, d, a",2,4,3,2,"a, c, b, e, d",2,2,2,3,2,1,"b, h, g, a, e, d, c, f",7,7,5,2,8,5,2,8,1,0, , ,"b, c, d, a",2,4,5,2,2, , , , , , , , , , , , , , , ,1,4,4,3,4,4,4,4,2,2,2,1,2,2,1,2,.75,1.16666666666667,.65,1.08333333333333,1,.633333333333333,.616666666666667,.466666666666667, , , , , ,1.16666666666667,1.2,1.46666666666667,.199999999999999,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,1,5275.5962,1.05256334585963,5597.28957145701,1198.99913636364,.135032489750951,2,1,3,1
2384,19-OCT-18,2,1,4,28, ,4, ,3, ,2,"b, a",1,2,3,"f, e, c, d",3,3,3,3,"d, c, a, b",3,1,2,2,"d, c, b, e, a",1,1,2,3,1,1,"d, b, e, h, f, g, c, a",3,3,3,2,3,1,1,3,1,0, , ,"d, c, a, b",1,1,2,2,1,3,3,0,2, ,2,"f, a, e, b, c, d",1,2,1,1,1,1,3,2, , , , , , , , , , , , , , , , ,4.23333333333333,15,.75,1.28333333333353,1.64999999999986,.549999999999955,.916666666666742,.433333333333394,1.04999999999995,1.79999999999995, ,1,.299999999999955, , , , ,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,2,5453.4699,1.1148816830374,6128.57756612987,3951.06685692679,.444973126904306,2,1,4,2
772,11-OCT-18,2,1,5,16, ,6, ,5,Inspire me!,3,"b, a",2,2,3,"d, e, c, f",2,2,2,2,"b, c, a, d",1,1,1,1,"a, c, e, d, b",1,1,1,3,1,2,"b, e, a, f, d, g, c, h",1,2,1,1,3,1,1,3,3, , ,0,"b, c, a, d",2,4,2,2,1,2,3,0,2, ,3,"b, a, c, d, f, e",2,1,2,1,2,2,3,2, , , , , , , , , , , , , , , , , , , , , ,13.0666666666667,.766666666666668,1.13333333333333,2.7,.833333333333332, ,.566666666666666,.149999999999999, , , , ,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,2,6,6,-99,-99,1,-99,3,1,4997.3515,1.05256334585963,5302.07816812345,1135.76170454545,.127910626519454,2,2,3,1
1165,10-OCT-18,2,1,2,5, ,37, ,4, ,3,"b, a",4,4,3,"d, c, f, e",2,2,2,2,"b, a, d, c",2,2,2,2,"c, a, b, e, d",1,2,2,2,1,2,"b, e, h, c, d, f, g, a",3,3,1,1,3,1,2,3,1,0, , ,"b, a, d, c",4,4,4,2,2, , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1.48333333333333,2.06666666666667,1.1,1.4,.866666666666666,1.21666666666667,1.13333333333333,.75, , , , , ,.816666666666666,2.81666666666667,2.63333333333333,.216666666666669,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,2,6,6,-99,-99,1,-99,3,1,4695.4258,1.20561803337607,5706.14369121748,1067.14222727273,.120182631910845,2,2,4,3
2267,16-OCT-18,2,1,2,17, ,4, ,3, ,2,"a, b",3,2,1,"e, f, c, d",2,1,2,2,"c, d, a, b",4,4,4,2,"a, c, d, b, e",2,1,2,2,1,1,"g, h, c, b, e, d, a, f",7,7,5,4,7,4,7,8,3, , ,0,"c, d, a, b",2,4,2,2,1,1,3,0,1, ,2,"a, c, f, b, e, d",1,1,1,1,1,1,3,3, , , , , , , , , , , , , , , , ,.933333333333333,1.01666666666667,.583333333333333,.583333333333333,1.03333333333333,.283333333333333,.65,.35,.233333333333333,1.4, ,.416666666666666,.433333333333334, , , , ,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,2,22720.9201,1.1148816830374,25533.6370714523,40826.12783469,4.59787961576717,2,1,3,2
137,09-OCT-18,1,2,2,11, ,32, ,4, ,1,"a, b",2,2,2,"c, f, e, d",2,2,2,1,"a, d, c, b",-98,3,3,-98,"e, a, b, d, c",3,1,3,2,2, ,"a, d, e, c, h, b, g, f",8,7,5,1,6,6,5,5,2, , , ,"a, d, c, b",4,5,5,4,1,2,3, ,2, ,4,"e, f, a, d, c, b",-98,-98,-98,-98,-98,2,3,1, , , , , , , , , , , , , , , , ,1.66666666666667,2.21666666666667,1.45,1.31666666666667,1.78333333333333,.583333333333334,2.55,1.9,3.38333333333333,2.48333333333333, ,.616666666666667,.166666666666664, , , , ,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,-1,-1,-1,-99,-99,1,-99,3,2,6127.3048,1.1148816830374,6885.82928423605,1392.56927272727,.156832553372253,2,2,4,1
1858,14-OCT-18,2,2,4,16, ,11, ,3, ,1,"a, b",2,2,3,"e, f, c, d",4,4,4,4,"c, d, a, b",1,1,1,1,"b, d, a, c, e",1,1,1,2,1,2,"c, a, g, h, d, e, f, b",1,1,3,1,7,1,1,3,3, , ,0,"c, d, a, b",4,2,5,1,1,1,1,0, ,2,3,"a, b, c, e, d, f",2,2,1,1,2,2,2,2, , , , , , , , , , , , , , , , ,7.11666666666667,2.96666666666667,1.16666666666667,1.8,1.7,.699999999999999,1.35,.483333333333331,.866666666666667, ,3.43333333333333,.816666666666666,.616666666666667, , , , ,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,2,6,6,-99,-99,1,-99,1,2,3757.6405,1.05256334585963,3986.77252514787,854.009204545454,.0961793763336188,2,2,4,3
1067,10-OCT-18,1,1,3,13, ,29, ,95, ,1,"a, b",3,3,2,"e, f, c, d",2,2,2,2,"c, d, a, b",2,1,4,3,"c, d, e, b, a",1,1,3,3,1, ,"g, c, h, f, d, b, a, e",2,5,5,2,5,4,5,7,1, , , ,"c, d, a, b",4,4,4,1,2, , , , , , , , , , , , , , , ,1,2,1,2,2,2,-98,1,3,2,3,1,3,3,3,3,2.03333333333333,2.06666666666667,2.01666666666667,1.26666666666667,2.48333333333333,.516666666666668,.866666666666665,.983333333333334, , , , , ,2.15,1.65,2.55,.183333333333334,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,-1,-1,-1,-99,-99,1,-99,3,2,4997.3515,1.20561803337607,6073.06066566343,3999.40772708817,.450417324365879,3,2,4,2
1019,10-OCT-18,2,2,1,1, ,36, ,3, ,1,"a, b",1,1,1,"c, d, e, f",1,1,1,1,"a, b, c, d",4,4,3,3,"a, d, c, b, e",3,2,1,4,2,1,"a, h, f, e, d, b, g, c",6,6,6,3,7,5,2,8,1,0, , ,"a, b, c, d",4,4,4,4,1,1,2,0,1, ,2,"a, e, b, c, d, f",1,1,2,2,1,2,2,3, , , , , , , , , , , , , , , , ,1.1,1,.95,.966666666666666,1.18333333333333,.216666666666667,.466666666666667,.3,.2,1.38333333333333, ,.216666666666667,.1, , , , ,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,2,3530.6146,1.1148816830374,3967.68403034746,2408.27900407238,.27122280581544,3,1,4,3
1226,13-OCT-18,2,2,4,29, ,13, ,3, ,1,"a, b",2,2,2,"e, c, d, f",2,2,2,1,"c, a, b, d",1,1,2,3,"e, c, d, b, a",2,1,1,1,1,1,"g, f, h, a, b, c, e, d",8,7,7,4,9,5,7,9,1,0, , ,"c, a, b, d",2,2,4,1,1,1,3,0,2, ,1,"c, d, e, b, f, a",1,2,1,1,1,1,3,1, , , , , , , , , , , , , , , , ,6.51666666666667,1.61666666666667,1,1,1.4,.4,.883333333333333,.166666666666666,.35,1.66666666666667, ,1.11666666666667,.133333333333333, , , , ,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,2,5453.4699,1.05256334585963,5786.00958874083,1239.42497727273,.139585288650195,3,1,4,1
990,10-OCT-18,2,1,2,96,Refugees,19, ,1, ,2,"a, b",3,3,2,"e, d, f, c",2,2,2,1,"c, b, d, a",3,3,3,3,"c, d, b, e, a",1,2,3,2,2,0,"g, f, b, c, a, d, e, h",5,5,5,1,3,5,2,5,2, ,0, ,"c, b, d, a",4,4,4,2,2, , , , , , , , , , , , , , , ,1,3,3,4,3,3,3,3,3,3,2,3,3,3,3,3,1.51666666666667,1.1,.516666666666667,.733333333333333,1,.483333333333333,.5,.75, , , , , ,.649999999999999,.45,1.38333333333333,.316666666666666,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,1,1,-99,-99,1,-99,3,1,3530.6146,1.41287198771999,5028.18344573504,802.412409090909,.0903684932878409,3,1,4,2
509,09-OCT-18,2,1,2,1, ,13, ,3, ,1,"b, a",2,2,1,"f, c, d, e",1,1,2,1,"d, a, b, c",3,3,4,3,"d, a, e, c, b",3,3,3,3,3,0,"h, a, d, e, f, b, g, c",6,4,2,3,5,2,5,7,1,0, , ,"d, a, b, c",2,5,4,4,2, , , , , , , , , , , , , , , ,2,3,3,3,3,1,3,2,3,3,4,3,3,3,3,3,.683333333333333,1.28333333333333,.5,.616666666666667,.633333333333333,.266666666666667,.399999999999999,.5, , , , , ,.583333333333333,.15,.816666666666667,.266666666666667,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,2,14232.1247,1.1148816830374,15993.9784676877,22628.5737025863,2.54845275021651,3,1,3,3
1910,15-OCT-18,2,2,4,11, ,16, ,-98, ,1,"b, a",2,2,1,"f, c, e, d",2,2,1,1,"d, a, c, b",5,2,3,5,"e, a, c, b, d",1,2,2,3,1,2,"d, f, c, b, h, e, g, a",8,8,9,9,9,9,9,9,1,0, , ,"d, a, c, b",2,4,4,4,2, , , , , , , , , , , , , , , ,2,3,3,3,3,1,2,3,3,3,3,2,3,3,3,3,1.11666666666667,1.28333333333333,1.15,.883333333333333,1.53333333333333,.483333333333333,.733333333333333,2.05, , , , , ,1.13333333333333,.1,1.21666666666667,.949999999999999,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,2,6,6,-99,-99,1,-99,3,1,5275.5962,1.05256334585963,5597.28957145701,5092.24894662218,.573494202655963,3,2,2,3
128,09-OCT-18,2,2,2,11, ,1, ,1, ,3,"a, b",2,2,1,"c, f, e, d",1,2,2,1,"a, d, c, b",3,3,3,3,"b, c, e, d, a",3,3,3,3,3,0,"e, a, h, c, b, g, d, f",8,7,8,2,7,3,4,8,1,0, , ,"a, d, c, b",2,4,4,4,1,1,3,0,2, ,4,"a, c, f, d, b, e",1,1,2,2,2,2,4,2, , , , , , , , , , , , , , , , ,1.78333333333333,2.48333333333333,1.41666666666667,1.7,2.51666666666667,2.56666666666667,1.86666666666667,3.85,2.06666666666667,2.73333333333333, ,1.1,.133333333333333, , , , ,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,2,4997.3515,1.05256334585963,5302.07816812345,5660.11568636376,.637447926548225,3,2,3,1
770,10-OCT-18,2,2,2,19, ,19, ,1, ,2,"a, b",2,2,1,"c, e, d, f",2,2,2,2,"a, c, b, d",4,2,3,3,"e, b, a, d, c",3,3,3,3,3,0,"e, h, d, g, a, b, f, c",8,7,5,1,7,4,1,5,2, ,0, ,"a, c, b, d",4,4,4,2,2, , , , , , , , , , , , , , , ,2,2,2,3,2,1,4,2,3,3,2,3,3,3,2,3,1.41666666666667,2.76666666666667,.833333333333334,1.11666666666667,5.18333333333333,.933333333333334,.683333333333334,1.15, , , , , ,1.13333333333334,.1,1.6,.883333333333331,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,2,6,6,-99,-99,1,-99,3,1,5275.5962,1.05256334585963,5597.28957145701,1198.99913636364,.135032489750951,3,2,3,1
1061,10-OCT-18,2,2,4,16, ,36, ,1, ,3,"a, b",2,1,3,"e, c, f, d",1,1,1,1,"c, a, d, b",3,2,3,2,"d, b, c, a, e",1,1,2,2,1,2,"g, c, h, e, a, b, f, d",7,6,8,1,6,3,4,9,3, , ,0,"c, a, d, b",2,2,1,1,1,3,2,0,1, ,2,"c, b, f, e, a, d",1,2,2,2,2,2,2,3, , , , , , , , , , , , , , , , ,3.06666666666667,1.08333333333333,.65,.683333333333333,.933333333333334,.516666666666667,.616666666666667,.883333333333333,.950000000000001,1.28333333333333, ,.333333333333332,.116666666666667, , , , ,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,8,8,-99,-99,1,-99,1,2,4997.3515,1.20561803337607,6073.06066566343,1135.76170454545,.127910626519454,3,1,3,2
305,09-OCT-18,2,1,4,11, ,16, ,96, ,1,"a, b",2,2,1,"c, e, f, d",2,1,1,2,"a, c, d, b",2,2,2,2,"d, a, c, e, b",2,2,2,2,1,0,"a, d, c, h, g, f, e, b",4,2,1,1,3,3,3,3,2, ,0, ,"a, c, d, b",2,2,2,2,2, , , , , , , , , , , , , , , ,1,2,2,2,4,1,2,3,2,2,3,2,3,3,3,3,3.16666666666667,1.21666666666667,.816666666666666,15,1.60000000000002,.566666666666663,.73333333333332,1.34999999999999, , , , , ,1.38333333333335,1.58333333333331,1.18333333333334,.383333333333326,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,6,6,-99,-99,1,-99,1,1,4695.4258,1.05256334585963,4981.74175345152,1067.14222727273,.120182631910845,3,2,3,1
452,09-OCT-18,2,1,2,5, ,1, ,1, ,2,"a, b",2,4,1,"e, c, d, f",2,1,1,1,"c, a, b, d",3,3,4,2,"e, d, a, b, c",1,2,3,2,1,0,"g, c, d, h, b, e, f, a",8,7,8,1,7,6,3,7,3, , ,1,"c, a, b, d",2,4,2,2,1,1,2,0,2, ,2,"c, e, d, a, b, f",1,1,2,1,1,2,4,2, , , , , , , , , , , , , , , , ,.8,.833333333333333,.5,.616666666666667,.633333333333333,.649999999999999,.5,.333333333333334,.899999999999999,.616666666666667, ,.283333333333333,.15, , , , ,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,2,5453.4699,1.20561803337607,6627.36122145289,4022.63253826459,.453032925980622,3,1,4,3
320,09-OCT-18,2,2,2,16, ,11, ,1, ,1,"a, b",1,1,2,"e, f, c, d",1,1,1,1,"c, d, a, b",3,3,4,4,"d, b, a, e, c",2,2,4,3,2,0,"c, g, a, d, b, e, f, h",8,8,8,5,5,7,8,9,1,0, , ,"c, d, a, b",2,5,5,1,1,1,2,0,1, ,4,"e, d, c, b, f, a",1,1,2,1,2,2,2,3, , , , , , , , , , , , , , , , ,6.35,1.33333333333333,1.06666666666667,.983333333333334,1.75,.85,7.43333333333333,.583333333333336,1.08333333333333,1.76666666666667, ,.366666666666667,.133333333333333, , , , ,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,1,4695.4258,1.05256334585963,4981.74175345152,1067.14222727273,.120182631910845,3,2,4,1
595,09-OCT-18,2,2,4,1, ,4, ,1, ,1,"a, b",2,2,1,"c, f, e, d",2,1,1,1,"a, d, c, b",4,5,3,4,"e, c, a, b, d",1,1,2,1,1,0,"a, e, h, d, c, g, f, b",6,6,1,2,7,1,1,5,1,0, , ,"a, d, c, b",2,2,4,2,2, , , , , , , , , , , , , , , ,1,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3.51666666666667,.933333333333333,.7,.8,1.25,.5,.566666666666667,.633333333333333, , , , , ,.949999999999999,.633333333333335,1.18333333333333,.1,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,1,1,-99,-99,1,-99,3,2,3757.6405,2.70068857266259,10229.3425310936,16533.6182,1.86203272581886,3,2,2,2
1384,11-OCT-18,2,1,2,1, ,1, ,3, ,1,"b, a",1,1,1,"d, c, e, f",1,1,1,1,"b, a, c, d",5,5,3,3,"a, e, c, b, d",1,1,1,1,1,1,"b, a, c, h, d, f, e, g",6,5,6,6,6,6,6,6,3, , ,0,"b, a, c, d",4,4,4,2,2, , , , , , , , , , , , , , , ,1,2,3,3,3,3,3,2,3,3,3,2,3,3,3,3,2.03333333333333,.85,.533333333333333,1.38333333333333,.649999999999999,.616666666666667,1,1.95, , , , , ,.916666666666666,1.5,1,.1,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,2,6,6,-99,-99,1,-99,1,2,4100.608,1.41287198771999,5839.9490171056,3753.62665492565,.422737212594975,3,2,3,2
1687,15-OCT-18,1,1,4,13, ,34, ,6, ,3,"b, a",4,4,2,"f, c, e, d",1,1,1,1,"d, a, c, b",5,4,4,2,"a, d, c, b, e",3,1,4,3,1, ,"h, e, c, f, d, g, b, a",9,8,3,1,4,4,1,9,2, , , ,"d, a, c, b",1,4,4,1,2, , , , , , , , , , , , , , , ,2,1,1,2,2,1,1,1,3,3,2,2,3,2,3,2,.9,1.55,1.7,1.2,1.28333333333333,.583333333333333,.800000000000001,1.21666666666667, , , , , ,1.36666666666667,.483333333333333,1.48333333333333,1.03333333333333,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,-1,-1,-1,-99,-99,1,-99,3,1,3530.6146,1.20561803337607,4290.60006142794,1219.01867571884,.137287110426492,3,1,4, 
308,09-OCT-18,2,2,2,-98, , , ,-99, ,2,"a, b",2,2,1,"e, f, d, c",2,2,2,2,"c, d, b, a",3,2,3,3,"a, c, d, b, e",2,2,2,2,2,0,"c, h, f, a, d, e, g, b",5,3,5,3,3,5,3,5,1,0, , ,"c, d, b, a",2,4,4,2,1,2,3,0,2, ,2,"c, d, e, b, f, a",1,1,-99,1,1,1,3,3, , , , , , , , , , , , , , , , ,1.08333333333333,2.11666666666667,1.45,1.08333333333333,1.73333333333333,.450000000000001,1.06666666666667,.683333333333334,.783333333333333,2.28333333333333, ,.683333333333334,.183333333333332, , , , ,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,2,4100.608,1.1148816830374,4608.23927831575,4941.71016028742,.556540372993901,3,1,4, 
269,16-OCT-18,1,2,4,16, ,5, ,34, ,2,"a, b",2,2,1,"c, e, d, f",2,2,2,2,"a, c, b, d",2,2,1,3,"b, e, d, c, a",2,2,1,3,2, ,"e, b, g, h, d, c, f, a",6,6,6,4,6,6,5,6,1, , , ,"a, c, b, d",2,4,2,2,2, , , , , , , , , , , , , , , ,1,3,3,3,3,3,3,3,2,3,3,1,4,3,3,4,3.38333333333333,1.46666666666667,1.16666666666667,1.06666666666667,1.01666666666667,.449999999999999,.916666666666668,3.25, , , , , ,1.15,2.55,4,2.68333333333333,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,-1,-1,-1,-99,-99,1,-99,3,2,4593.2348,1.20561803337607,5581.95548022516,11788.173783322,1.3275959984479,3,1,3,2
1072,10-OCT-18,1,1,4,1, ,5, ,1, ,3,"b, a",2,3,3,"f, c, e, d",2,1,1,1,"d, a, c, b",4,5,2,2,"d, b, c, e, a",2,1,2,1,1, ,"h, b, c, f, a, g, d, e",6,8,8,4,9,8,4,10,1, , , ,"d, a, c, b",1,1,1,1,2, , , , , , , , , , , , , , , ,2,3,1,1,3,3,3,3,3,3,3,3,4,3,3,3,1.25,1.58333333333333,.899999999999999,.983333333333333,.966666666666667,.483333333333333,.8,1.1, , , , , ,.933333333333334,.183333333333334,1.15,.699999999999999,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,-1,-1,-1,-99,-99,2,-99,2,1,21348.1871,1.41287198771999,29175.2592862159,93932.02324,10.5787190171875,3,2,4,3
1070,15-OCT-18,1,1,4,16, ,13, ,6, ,1,"a, b",2,2,3,"e, f, d, c",3,2,1,2,"c, d, b, a",5,4,4,4,"a, c, b, d, e",2,2,3,3,2, ,"c, f, b, h, a, d, e, g",5,5,7,3,6,5,4,5,3, , , ,"c, d, b, a",2,4,4,1,1,3,2, ,1, ,2,"c, a, d, b, e, f",1,2,1,1,1,1,3,3, , , , , , , , , , , , , , , , ,1.28333333333333,1.65,1.4,1.33333333333333,1.46666666666667,.583333333333334,.949999999999999,1.3,1.36666666666667,2.08333333333333, ,.700000000000001,.549999999999999, , , , ,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,-1,-1,-1,-99,-99,2,-99,3,2,4100.608,1.41287198771999,5839.9490171056,18042.6752,2.03198424430294,3,1,4,3
