srcid,Mode,Q1,Q2,Q4,Q5a,Q5f,Q6c,Q7a,Q7c,Q8a,Q8d,Q10a,Q10d,Q11,Q11a,Q12,Q14,Q15,Q16,Q18,sDevType,p_gender_sdc,p_age_group_sdc,p_education_sdc,total_time_taken,neutral_count,disagree_count,agree_count,very_count,just_count,vmj_count,opinionated,undecided_voter
2530,"""2""","""4""","""32""","""100""","""2""","""2""","""3""","""1""","""2""",5,4,"""4""","""2""","""3""","""2""","""4""","""1""","""1""","""NaN""","""NaN""","""0""","""2""",3,"""2""",18.116666666666674,3,25,9,18,18,0,False,False
850,"""2""","""2""","""11""","""4""","""2""","""2""","""2""","""2""","""3""",6,4,"""2""","""4""","""3""","""2""","""2""","""3""","""1""","""NaN""","""NaN""","""0""","""2""",2,"""1""",18.8,5,20,12,3,33,-30,False,False
1329,"""2""","""4""","""11""","""4""","""2""","""2""","""3""","""2""","""2""",7,2,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""4""","""2""","""0""","""1""",3,"""1""",10.400000000000006,13,29,12,16,38,-22,False,False
1469,"""2""","""4""","""-98""","""3""","""2""","""2""","""2""","""3""","""2""",2,3,"""2""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""4""","""1""","""1""",1,"""NaN""",11.400000000000004,7,40,7,21,33,-12,False,False
929,"""2""","""4""","""28""","""100""","""4""","""4""","""2""","""2""","""2""",1,1,"""3""","""2""","""1""","""2""","""1""","""1""","""3""","""NaN""","""NaN""","""1""","""1""",3,"""1""",11.900000000000006,3,18,16,15,21,-6,False,False
2073,"""2""","""4""","""16""","""3""","""1""","""1""","""4""","""4""","""3""",8,4,"""2""","""2""","""3""","""1""","""2""","""3""","""1""","""NaN""","""NaN""","""1""","""1""",3,"""1""",19.666666666666654,3,22,12,10,26,-16,False,False
2016,"""2""","""2""","""-98""","""1""","""2""","""1""","""3""","""2""","""1""",5,3,"""2""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""-98""","""-98""","""1""","""2""",3,"""1""",9.11666666666667,8,16,4,9,19,-10,False,False
1267,"""2""","""-98""","""-98""","""100""","""3""","""2""","""4""","""3""","""4""",10,3,"""4""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""2""","""0""","""2""",4,"""NaN""",15.133333333333335,16,5,16,5,32,-27,False,False
373,"""2""","""2""","""35""","""3""","""2""","""1""","""1""","""1""","""1""",5,1,"""5""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""3""","""1""","""1""",1,"""2""",10.300000000000008,8,23,23,17,37,-20,False,False
1482,"""2""","""2""","""11""","""3""","""1""","""2""","""4""","""4""","""4""",9,1,"""5""","""4""","""2""","""2""","""2""","""3""","""1""","""NaN""","""NaN""","""1""","""1""",3,"""2""",10.866666666666667,5,18,14,16,20,-4,False,False
2523,"""2""","""1""","""-98""","""4""","""2""","""1""","""4""","""3""","""2""",9,1,"""2""","""2""","""2""","""1""","""2""","""3""","""3""","""NaN""","""NaN""","""1""","""2""",2,"""1""",8.216666666666663,3,30,4,9,27,-18,False,False
396,"""2""","""2""","""13""","""1""","""1""","""1""","""4""","""2""","""2""",9,5,"""2""","""2""","""1""","""2""","""3""","""1""","""3""","""NaN""","""NaN""","""1""","""2""",3,"""3""",8.149999999999999,3,30,4,15,21,-6,False,False
1328,"""2""","""4""","""16""","""1""","""4""","""3""","""1""","""1""","""1""",1,1,"""2""","""1""","""2""","""2""","""-98""","""2""","""2""","""NaN""","""NaN""","""0""","""1""",4,"""1""",13.233333333333341,0,15,15,15,14,1,True,False
1332,"""2""","""4""","""16""","""1""","""2""","""1""","""4""","""1""","""2""",8,3,"""4""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""1""","""2""","""2""","""1""",4,"""1""",16.900000000000002,3,30,21,9,45,-36,False,False
1130,"""1""","""5""","""11""","""100""","""1""","""1""","""2""","""2""","""3""",5,5,"""5""","""5""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""2""","""-1""","""1""",2,"""3""",19.849999999999994,2,36,16,24,30,-6,False,False
1914,"""2""","""2""","""4""","""1""","""1""","""1""","""5""","""4""","""4""",7,1,"""5""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""4""","""4""","""0""","""1""",1,"""1""",5.666666666666666,4,33,17,34,20,14,True,False
2159,"""2""","""2""","""96""","""4""","""2""","""2""","""3""","""1""","""3""",8,1,"""1""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""3""","""0""","""1""",3,"""1""",11.766666666666666,4,47,3,5,49,-44,False,False
51,"""2""","""2""","""1""","""-98""","""1""","""1""","""4""","""2""","""2""",7,4,"""2""","""2""","""2""","""1""","""3""","""3""","""3""","""NaN""","""NaN""","""1""","""2""",2,"""1""",12.93333333333333,2,32,3,8,28,-20,False,True
640,"""2""","""2""","""1""","""1""","""1""","""1""","""3""","""1""","""3""",7,4,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""3""","""1""","""2""",2,"""1""",19.6,12,33,9,14,40,-26,False,False
479,"""2""","""2""","""16""","""100""","""1""","""1""","""4""","""1""","""1""",7,1,"""2""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""3""","""1""","""1""",2,"""2""",10.200000000000003,10,40,4,21,33,-12,False,False
947,"""2""","""4""","""11""","""3""","""3""","""2""","""4""","""1""","""2""",9,5,"""4""","""2""","""2""","""1""","""2""","""3""","""2""","""NaN""","""NaN""","""1""","""1""",3,"""2""",7.966666666666674,5,22,10,6,30,-24,False,False
1596,"""2""","""5""","""5""","""3""","""2""","""1""","""3""","""1""","""1""",3,1,"""1""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""2""","""0""","""2""",3,"""2""",13.000000000000005,24,26,4,13,41,-28,False,False
1207,"""2""","""2""","""8""","""3""","""2""","""2""","""2""","""2""","""2""",4,4,"""4""","""2""","""2""","""2""","""1""","""3""","""3""","""NaN""","""NaN""","""0""","""1""",2,"""2""",13.166666666666664,2,23,12,5,31,-26,False,False
881,"""2""","""4""","""15""","""1""","""1""","""1""","""5""","""1""","""2""",4,1,"""2""","""2""","""1""","""2""","""3""","""3""","""3""","""NaN""","""NaN""","""0""","""2""",2,"""1""",6.9000000000000075,2,29,6,13,23,-10,False,False
1429,"""2""","""4""","""20""","""3""","""1""","""2""","""4""","""3""","""2""",5,3,"""2""","""4""","""3""","""1""","""3""","""3""","""3""","""NaN""","""NaN""","""0""","""2""",2,"""1""",5.966666666666667,4,24,9,7,29,-22,False,False
358,"""2""","""4""","""34""","""1""","""3""","""2""","""4""","""2""","""3""",8,4,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""1""","""3""","""1""","""2""",2,"""2""",24.366666666666653,7,27,20,4,50,-46,False,False
1687,"""1""","""4""","""13""","""100""","""4""","""1""","""4""","""3""","""4""",9,1,"""1""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""1""","""3""","""-1""","""1""",4,"""NaN""",13.599999999999996,12,21,21,14,40,-26,False,False
1935,"""2""","""2""","""13""","""100""","""3""","""1""","""3""","""1""","""1""",8,7,"""4""","""1""","""2""","""2""","""3""","""2""","""3""","""NaN""","""NaN""","""2""","""2""",3,"""2""",16.749999999999986,3,28,6,14,22,-8,False,False
1137,"""1""","""1""","""28""","""1""","""1""","""1""","""3""","""1""","""3""",6,2,"""2""","""5""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""1""","""-1""","""2""",4,"""3""",13.383333333333322,9,29,16,14,40,-26,False,False
256,"""2""","""2""","""13""","""1""","""2""","""2""","""2""","""1""","""2""",5,1,"""1""","""1""","""1""","""1""","""1""","""3""","""2""","""NaN""","""NaN""","""1""","""2""",1,"""3""",6.250000000000001,2,30,5,15,21,-6,False,False
1118,"""2""","""2""","""17""","""1""","""4""","""1""","""3""","""1""","""2""",5,1,"""2""","""1""","""1""","""2""","""2""","""3""","""3""","""NaN""","""NaN""","""1""","""2""",4,"""1""",10.533333333333335,5,24,8,24,12,12,True,False
784,"""2""","""4""","""11""","""4""","""1""","""2""","""4""","""4""","""2""",7,3,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""3""","""0""","""1""",2,"""1""",17.299999999999994,6,41,7,7,47,-40,False,False
163,"""2""","""2""","""32""","""1""","""3""","""1""","""3""","""3""","""2""",6,5,"""4""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""-98""","""-98""","""1""","""2""",3,"""2""",8.633333333333338,7,10,11,1,27,-26,False,False
787,"""2""","""1""","""16""","""-98""","""2""","""2""","""2""","""2""","""2""",4,2,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""2""","""1""","""1""",3,"""2""",9.949999999999994,21,22,11,4,50,-46,False,True
1635,"""2""","""2""","""2""","""3""","""2""","""2""","""3""","""2""","""2""",4,2,"""4""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""3""","""0""","""1""",3,"""2""",17.83333333333333,7,41,6,0,54,-54,False,False
1644,"""2""","""2""","""17""","""1""","""2""","""1""","""5""","""2""","""3""",8,1,"""1""","""1""","""1""","""1""","""3""","""2""","""3""","""NaN""","""NaN""","""1""","""2""",3,"""NaN""",25.75,2,30,4,16,19,-3,False,False
1676,"""2""","""2""","""16""","""3""","""3""","""1""","""3""","""2""","""2""",8,2,"""2""","""2""","""2""","""2""","""2""","""3""","""2""","""NaN""","""NaN""","""0""","""1""",3,"""2""",22.53333333333333,4,24,9,9,27,-18,False,False
115,"""2""","""4""","""1""","""100""","""2""","""1""","""2""","""2""","""2""",4,1,"""4""","""4""","""2""","""2""","""4""","""1""","""1""","""NaN""","""NaN""","""1""","""2""",2,"""2""",10.88333333333334,0,27,10,13,23,-10,False,False
1945,"""2""","""4""","""11""","""3""","""3""","""3""","""2""","""3""","""3""",8,1,"""2""","""4""","""2""","""2""","""2""","""3""","""2""","""NaN""","""NaN""","""1""","""2""",2,"""1""",30.266666666666673,2,14,21,5,31,-26,False,False
975,"""2""","""2""","""13""","""100""","""1""","""1""","""5""","""2""","""3""",8,9,"""4""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""3""","""0""","""2""",3,"""2""",8.066666666666668,2,42,10,11,43,-32,False,False
786,"""2""","""4""","""11""","""4""","""1""","""1""","""2""","""2""","""3""",6,3,"""4""","""1""","""2""","""2""","""1""","""2""","""3""","""NaN""","""NaN""","""1""","""2""",1,"""3""",11.06666666666666,3,24,10,11,25,-14,False,False
326,"""2""","""5""","""20""","""3""","""4""","""2""","""3""","""2""","""1""",4,1,"""1""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""3""","""2""","""2""",4,"""1""",13.400000000000002,5,35,12,17,35,-18,False,False
547,"""2""","""2""","""16""","""100""","""1""","""2""","""3""","""2""","""2""",5,1,"""2""","""4""","""2""","""2""","""2""","""2""","""3""","""NaN""","""NaN""","""1""","""1""",3,"""1""",6.766666666666672,4,27,6,12,24,-12,False,False
258,"""2""","""2""","""4""","""3""","""2""","""1""","""4""","""1""","""2""",10,2,"""2""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""3""","""0""","""1""",1,"""1""",6.499999999999998,5,39,10,11,43,-32,False,False
2333,"""2""","""4""","""20""","""100""","""4""","""4""","""1""","""1""","""2""",5,1,"""1""","""2""","""1""","""2""","""2""","""2""","""3""","""NaN""","""NaN""","""1""","""2""",4,"""1""",14.983333333333324,2,24,11,11,25,-14,False,False
1348,"""2""","""4""","""1""","""1""","""2""","""1""","""3""","""3""","""4""",7,2,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""-98""","""3""","""2""","""2""",4,"""3""",19.250000000000018,3,24,11,10,28,-18,False,False
1981,"""2""","""2""","""-98""","""3""","""2""","""1""","""4""","""3""","""3""",9,7,"""4""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""4""","""2""","""1""","""2""",2,"""3""",11.716666666666661,5,35,14,9,45,-36,False,False
2435,"""2""","""4""","""35""","""4""","""2""","""3""","""2""","""2""","""2""",2,2,"""1""","""1""","""1""","""2""","""3""","""2""","""2""","""NaN""","""NaN""","""2""","""2""",3,"""2""",18.43333333333333,0,32,5,18,18,0,False,False
667,"""2""","""2""","""13""","""1""","""1""","""1""","""5""","""3""","""3""",8,2,"""4""","""4""","""2""","""1""","""3""","""1""","""3""","""NaN""","""NaN""","""1""","""1""",3,"""1""",11.550000000000002,1,26,10,16,20,-4,False,False
330,"""2""","""2""","""16""","""1""","""1""","""1""","""4""","""2""","""2""",5,2,"""4""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""3""","""2""","""2""",4,"""3""",13.683333333333337,14,31,9,8,46,-38,False,False
2034,"""2""","""4""","""1""","""2""","""2""","""1""","""3""","""2""","""3""",6,1,"""2""","""4""","""2""","""1""","""2""","""3""","""3""","""NaN""","""NaN""","""0""","""2""",3,"""2""",16.46666666666667,5,25,7,14,22,-8,False,False
825,"""2""","""2""","""96""","""2""","""1""","""2""","""1""","""1""","""1""",4,1,"""4""","""4""","""2""","""2""","""3""","""3""","""1""","""NaN""","""NaN""","""0""","""1""",4,"""1""",10.98333333333333,1,22,14,11,25,-14,False,False
1352,"""2""","""2""","""13""","""100""","""1""","""1""","""4""","""2""","""2""",5,1,"""4""","""1""","""1""","""2""","""4""","""2""","""3""","""NaN""","""NaN""","""0""","""1""",4,"""1""",9.449999999999992,1,31,5,17,19,-2,False,False
1445,"""1""","""1""","""34""","""2""","""2""","""2""","""2""","""2""","""-98""",7,3,"""4""","""4""","""1""","""2""","""2""","""-99""","""-99""","""NaN""","""NaN""","""-1""","""1""",3,"""1""",14.749999999999996,2,16,11,7,22,-15,False,False
1917,"""2""","""4""","""-98""","""1""","""2""","""1""","""2""","""1""","""1""",7,5,"""1""","""2""","""3""","""1""","""2""","""3""","""2""","""NaN""","""NaN""","""2""","""2""",4,"""1""",21.01666666666668,3,30,4,16,20,-4,False,False
2025,"""2""","""2""","""4""","""-98""","""3""","""2""","""3""","""3""","""3""",9,4,"""4""","""2""","""3""","""2""","""1""","""4""","""-98""","""NaN""","""NaN""","""0""","""2""",4,"""3""",13.43333333333334,3,21,12,4,31,-27,False,True
1626,"""2""","""1""","""1""","""3""","""1""","""2""","""4""","""3""","""3""",8,7,"""1""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""2""","""1""","""2""",1,"""3""",10.566666666666674,10,37,7,8,46,-38,False,False
472,"""2""","""1""","""11""","""3""","""1""","""2""","""1""","""2""","""1""",1,1,"""4""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""4""","""3""","""1""","""2""",2,"""2""",29.03333333333333,4,40,10,23,31,-8,False,False
2266,"""2""","""2""","""1""","""100""","""3""","""1""","""1""","""2""","""1""",5,4,"""1""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""2""","""1""","""1""",3,"""1""",11.41666666666666,18,30,6,16,38,-22,False,False
2133,"""2""","""2""","""13""","""100""","""2""","""2""","""2""","""1""","""1""",1,1,"""2""","""2""","""1""","""2""","""3""","""2""","""3""","""NaN""","""NaN""","""1""","""1""",2,"""2""",6.666666666666662,1,30,6,11,25,-14,False,False
190,"""2""","""2""","""14""","""3""","""2""","""2""","""5""","""1""","""2""",9,7,"""4""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""3""","""0""","""1""",1,"""3""",6.100000000000001,2,47,5,9,45,-36,False,False
559,"""2""","""2""","""36""","""1""","""3""","""2""","""4""","""3""","""3""",8,3,"""4""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""-98""","""0""","""1""",3,"""3""",8.78333333333333,9,11,16,0,36,-36,False,False
1362,"""2""","""2""","""20""","""3""","""2""","""2""","""3""","""1""","""2""",5,4,"""4""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""2""","""1""","""2""",1,"""3""",5.633333333333333,15,28,11,6,48,-42,False,False
1518,"""1""","""2""","""13""","""1""","""2""","""1""","""4""","""2""","""2""",5,6,"""4""","""5""","""2""","""1""","""3""","""2""","""3""","""NaN""","""NaN""","""-1""","""2""",4,"""3""",16.19999999999999,2,26,8,11,25,-14,False,False
2361,"""1""","""5""","""1""","""1""","""2""","""1""","""3""","""3""","""1""",8,5,"""2""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""2""","""-1""","""1""",4,"""3""",15.46666666666668,12,32,10,8,46,-38,False,False
139,"""2""","""2""","""1""","""4""","""1""","""1""","""4""","""3""","""3""",9,5,"""1""","""2""","""3""","""1""","""3""","""1""","""3""","""NaN""","""NaN""","""1""","""1""",2,"""1""",5.15,3,27,7,17,19,-2,False,False
865,"""2""","""4""","""96""","""100""","""3""","""3""","""2""","""1""","""2""",5,2,"""2""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""2""","""0""","""2""",4,"""3""",15.766666666666671,20,23,11,10,44,-34,False,False
2462,"""2""","""2""","""1""","""1""","""1""","""1""","""2""","""2""","""3""",7,5,"""1""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""4""","""3""","""1""","""1""",1,"""1""",7.166666666666668,3,37,14,24,30,-6,False,False
1437,"""2""","""2""","""36""","""1""","""1""","""1""","""2""","""2""","""2""",5,1,"""2""","""2""","""1""","""2""","""3""","""3""","""1""","""NaN""","""NaN""","""1""","""2""",3,"""1""",26.950000000000014,2,27,8,13,23,-10,False,False
1695,"""2""","""4""","""13""","""2""","""2""","""2""","""3""","""1""","""1""",6,4,"""4""","""1""","""2""","""2""","""1""","""2""","""1""","""NaN""","""NaN""","""1""","""2""",3,"""1""",12.783333333333331,1,25,11,12,24,-12,False,False
460,"""2""","""5""","""11""","""4""","""2""","""2""","""1""","""2""","""1""",5,2,"""2""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""2""","""0""","""1""",2,"""1""",9.216666666666667,12,30,12,10,44,-34,False,False
902,"""2""","""4""","""13""","""100""","""4""","""2""","""1""","""1""","""1""",3,1,"""2""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""1""","""1""","""0""","""1""",2,"""1""",9.000000000000009,0,17,37,17,37,-20,False,False
891,"""2""","""2""","""13""","""1""","""2""","""1""","""1""","""1""","""2""",2,1,"""4""","""4""","""1""","""2""","""2""","""2""","""-98""","""NaN""","""NaN""","""0""","""1""",3,"""3""",8.53333333333333,1,25,10,11,24,-13,False,False
519,"""2""","""2""","""12""","""1""","""2""","""1""","""4""","""3""","""3""",7,4,"""4""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""2""","""1""","""1""",2,"""1""",19.983333333333334,11,34,9,8,46,-38,False,False
1591,"""1""","""4""","""16""","""3""","""2""","""1""","""2""","""1""","""1""",6,3,"""5""","""5""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""1""","""1""","""-1""","""1""",3,"""2""",12.83333333333334,9,21,24,17,37,-20,False,False
50,"""2""","""2""","""1""","""4""","""2""","""2""","""3""","""2""","""2""",7,4,"""2""","""2""","""3""","""2""","""3""","""3""","""3""","""NaN""","""NaN""","""1""","""2""",2,"""3""",16.416666666666668,4,28,5,4,32,-28,False,False
1896,"""2""","""2""","""-98""","""3""","""2""","""1""","""3""","""2""","""3""",8,3,"""2""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""2""","""0""","""2""",1,"""1""",9.700000000000003,13,30,11,8,46,-38,False,False
798,"""2""","""2""","""36""","""3""","""2""","""2""","""3""","""3""","""3""",6,4,"""5""","""4""","""2""","""1""","""2""","""2""","""3""","""NaN""","""NaN""","""1""","""1""",,"""3""",9.48333333333333,3,24,10,8,28,-20,False,False
469,"""2""","""2""","""19""","""100""","""4""","""1""","""4""","""4""","""4""",6,2,"""1""","""4""","""1""","""2""","""3""","""1""","""2""","""NaN""","""NaN""","""1""","""1""",2,"""2""",6.716666666666669,0,27,10,17,19,-2,False,False
1493,"""2""","""4""","""6""","""100""","""1""","""1""","""2""","""2""","""2""",5,2,"""1""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""2""","""0""","""1""",4,"""2""",25.749999999999993,14,37,3,10,44,-34,False,False
2336,"""2""","""2""","""11""","""3""","""1""","""1""","""3""","""4""","""4""",9,3,"""4""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""2""","""0""","""1""",3,"""1""",16.35,24,19,11,12,42,-30,False,False
1715,"""2""","""4""","""13""","""3""","""1""","""1""","""2""","""2""","""3""",7,2,"""1""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""1""","""1""","""1""",2,"""3""",9.383333333333335,17,21,16,7,47,-40,False,False
2071,"""2""","""2""","""11""","""3""","""2""","""2""","""4""","""3""","""3""",9,7,"""4""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""2""","""1""","""2""",1,"""1""",9.449999999999998,16,18,20,2,52,-50,False,False
516,"""2""","""2""","""-98""","""1""","""2""","""2""","""2""","""2""","""3""",7,1,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""2""","""1""","""2""",2,"""2""",11.516666666666673,15,32,7,2,52,-50,False,False
242,"""2""","""2""","""6""","""3""","""2""","""2""","""3""","""3""","""3""",6,4,"""5""","""2""","""3""","""2""","""3""","""3""","""3""","""NaN""","""NaN""","""1""","""2""",1,"""3""",20.3166666666667,6,18,13,7,29,-22,False,False
